RDSI ID,Road Type,Road Name,Road Width (m),Road Length (m),Road Median Available,Road Pedestrian Available,Road Street Light Available,Road under ground Available,Road Bus Shelter Available
1000840300161,ULB ROAD,RAMAR KOVIL STREET,4.89,16.66,Not Available,Not Available,Available,Available,Not Available
1000840300162,ULB ROAD,MASTHI SANDHU,1.20,100.61,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300176,ULB ROAD,KAMPATTI COLONY 1,2.59,30.15,Not Available,Not Available,Available,Not Available,Not Available
1000840300197,ULB ROAD,SLAUGHTER HOUSE ROAD,2.84,51.29,Not Available,Not Available,Available,Not Available,Not Available
1000840300196,ULB ROAD,SLAUGHTER HOUSE ROAD,5.57,62.55,Not Available,Not Available,Available,Not Available,Not Available
1000840300195,ULB ROAD,RAMAR KOVIL STREET,9.84,10.28,Not Available,Not Available,Available,Available,Not Available
1000840300194,ULB ROAD,MOHAMED KANI STREET,2.76,38.44,Not Available,Not Available,Available,Not Available,Not Available
1000840300193,ULB ROAD,RAMAR KOVIL STREET,4.89,21.28,Not Available,Not Available,Available,Available,Not Available
1000840300192,ULB ROAD,L.G.THOTTAM,2.82,19.58,Not Available,Not Available,Available,Not Available,Not Available
1000840300191,ULB ROAD,KAMPATTI COLONY 5,4.37,46.65,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300190,ULB ROAD,KAMPATTI COLONY 3,2.59,46.36,Not Available,Not Available,Available,Not Available,Not Available
1000840300189,ULB ROAD,DHARMARAJA KOVIL STREET,2.13,25.40,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300188,ULB ROAD,L.G.THOTTAM,1.92,25.57,Not Available,Not Available,Available,Not Available,Not Available
1000840300187,ULB ROAD,PALAYAM THOTTAM,6.08,4.78,Not Available,Not Available,Available,Not Available,Not Available
1000840300186,ULB ROAD,PALAYAM THOTTAM,8.61,9.28,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300185,ULB ROAD,PALAYAM THOTTAM,8.61,3.82,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300184,ULB ROAD,PALAYAM THOTTAM,6.08,4.17,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300183,ULB ROAD,PALAYAM THOTTAM,5.55,27.46,Not Available,Not Available,Available,Not Available,Not Available
1000840300182,ULB ROAD,NADAR STREET,5.18,29.85,Not Available,Not Available,Available,Not Available,Not Available
1000840300181,ULB ROAD,LAKSHMI THEATRE ROAD,6.73,27.92,Not Available,Not Available,Available,Available,Not Available
1000840300180,ULB ROAD,KAMPATTI COLONY ROAD,3.14,40.27,Not Available,Not Available,Available,Not Available,Not Available
1000840300179,ULB ROAD,KAMPATTI COLONY HOUSING UNIT,7.62,14.28,Not Available,Not Available,Available,Available,Not Available
1000840300178,ULB ROAD,BHARATHI NAGAR,3.27,41.51,Not Available,Not Available,Available,Not Available,Not Available
1000840300177,ULB ROAD,L.G.THOTTAM,2.03,26.98,Not Available,Not Available,Available,Not Available,Not Available
1000840300175,ULB ROAD,KAMPATTI COLONY 3,4.61,27.98,Not Available,Not Available,Available,Not Available,Not Available
1000840300174,ULB ROAD,KAMPATTI COLONY HOUSING UNIT,1.07,23.99,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300173,ULB ROAD,KAMPATTI COLONY HOUSING UNIT,3.54,24.57,Not Available,Not Available,Available,Not Available,Not Available
1000840300172,ULB ROAD,SLAUGHTER HOUSE ROAD,3.73,25.17,Not Available,Not Available,Available,Not Available,Not Available
1000840300171,ULB ROAD,L.G.THOTTAM,2.03,58.31,Not Available,Not Available,Available,Not Available,Not Available
1000840300170,ULB ROAD,RAMAR KOVIL STREET,5.73,40.43,Not Available,Not Available,Available,Available,Not Available
1000840300169,ULB ROAD,KAMPATTI COLONY HOUSING UNIT,5.84,21.03,Not Available,Not Available,Not Available,Available,Not Available
1000840300168,ULB ROAD,DHARMARAJA KOVIL STREET,5.37,18.76,Not Available,Not Available,Not Available,Not Available,Not Available
1000840300167,ULB ROAD,KAMPATTI COLONY HOUSING UNIT,6.87,29.17,Not Available,Not Available,Available,Available,Not Available
1000840300166,ULB ROAD,L.G.THOTTAM,2.82,20.94,Not Available,Not Available,Available,Not Available,Not Available
1000840300165,ULB ROAD,AYYASAMY KOVIL STREET,10.22,6.60,Not Available,Not Available,Available,Available,Not Available
1000840300164,ULB ROAD,SLAUGHTER HOUSE ROAD,5.57,25.55,Not Available,Not Available,Available,Not Available,Not Available
1000840300163,ULB ROAD,PATTAKARA AYYASAMY KOVIL STREET,14.74,17.03,Not Available,Not Available,Not Available,Available,Not Available
1000820300002,ULB ROAD,OPPANAKKARA STREET,11.60,85.28,Not Available,Not Available,Available,Available,Not Available
1000820300003,ULB ROAD,BIG BAZAR STREET,9.00,112.70,Not Available,Not Available,Not Available,Not Available,Not Available
1000820300005,ULB ROAD,ESWARAN KOVIL STREET,5.80,99.74,Not Available,Not Available,Available,Available,Not Available
1000820300006,ULB ROAD,B K CHETTY STREET,6.06,147.92,Not Available,Not Available,Available,Available,Not Available
1000820300007,ULB ROAD,B K CHETTY STREET,5.75,43.41,Not Available,Not Available,Available,Available,Not Available
1000820300008,ULB ROAD,B K CHETTY STREET,5.75,4.22,Not Available,Not Available,Available,Available,Not Available
1000820300009,ULB ROAD,B K CHETTY STREET,5.75,47.45,Not Available,Not Available,Available,Available,Not Available
1000820300012,ULB ROAD,VINCENT ROAD,16.38,146.49,Not Available,Not Available,Available,Not Available,Not Available
1000820300014,ULB ROAD,OPPANAKKARA STREET,25.60,141.00,Available,Not Available,Available,Available,Not Available
1000820300015,ULB ROAD,IBRAHIM HAZIR STREET,5.02,63.28,Not Available,Not Available,Available,Available,Not Available
1000820300016,ULB ROAD,HAJI ISMAIL ROAD,3.50,153.14,Not Available,Not Available,Available,Available,Not Available
1000820300018,ULB ROAD,SUBRAMANIASAMY KOVIL STREET,4.80,80.88,Not Available,Not Available,Available,Available,Not Available
1000820300019,ULB ROAD,KOTTA PUDUR STREET,1.92,65.99,Not Available,Not Available,Available,Not Available,Not Available
1000820300020,ULB ROAD,VINCENT ROAD,2.20,68.85,Not Available,Not Available,Available,Not Available,Not Available
1000820300021,ULB ROAD,VINCENT ROAD,1.70,40.29,Not Available,Not Available,Available,Not Available,Not Available
1000820300022,ULB ROAD,VINCENT ROAD,13.00,76.96,Not Available,Not Available,Available,Not Available,Not Available
1000820300023,ULB ROAD,HAJI MOHAMMED STREET,7.48,83.37,Not Available,Not Available,Available,Available,Not Available
1000820300024,ULB ROAD,HAJI MOHAMMED STREET,7.48,38.08,Not Available,Not Available,Available,Available,Not Available
1000820300026,ULB ROAD,SUBRAMANIASAMY KOVIL STREET,7.48,54.32,Not Available,Not Available,Available,Available,Not Available
1000820300029,ULB ROAD,HAJI MOHAMMED STREET,7.48,62.95,Not Available,Not Available,Available,Available,Not Available
1000820300031,ULB ROAD,VINCENT ROAD,12.77,139.14,Not Available,Not Available,Available,Available,Not Available
1000820300033,ULB ROAD,L M STREET,5.40,86.99,Not Available,Not Available,Available,Available,Not Available
1000820300034,ULB ROAD,DURGALAL STREET,4.53,150.72,Not Available,Not Available,Available,Available,Not Available
1000820300035,ULB ROAD,PERUMAL KOVIL STREET,5.55,54.85,Not Available,Not Available,Available,Available,Not Available
1000820300036,ULB ROAD,LAKSHMANA STREET,5.33,148.65,Not Available,Not Available,Available,Available,Not Available
1000820300037,ULB ROAD,OLD MARKET ROAD,3.20,51.94,Not Available,Not Available,Available,Available,Not Available
1000820300039,ULB ROAD,VINCENT ROAD,13.00,156.45,Not Available,Not Available,Available,Available,Not Available
1000820300041,ULB ROAD,OLD MARKET ROAD,3.20,24.86,Not Available,Not Available,Not Available,Not Available,Not Available
1000570300129,ULB ROAD,VINAYAKAR KOVIL STREET,5.86,23.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000570300561,ULB ROAD,SRI KUMARAN NAGAR,5.58,236.67,Not Available,Not Available,Available,Not Available,Not Available
1000860300467,ULB ROAD,POONGA NAGAR,7.20,79.59,Not Available,Not Available,Not Available,Not Available,Not Available
1000740300331,ULB ROAD,GANDHI NAGAR,3.21,345.18,Not Available,Not Available,Available,Not Available,Not Available
1000820300042,ULB ROAD,LAKSHMANA STREET,5.33,26.47,Not Available,Not Available,Available,Available,Not Available
1000820300044,ULB ROAD,ESWARAN KOVIL STREET,7.60,12.32,Not Available,Not Available,Available,Available,Not Available
1000820300045,ULB ROAD,ESWARAN KOVIL STREET,7.60,37.32,Not Available,Not Available,Not Available,Available,Not Available
1000820300046,ULB ROAD,ESWARAN KOVIL STREET,8.50,27.00,Not Available,Not Available,Not Available,Available,Not Available
1000820300047,ULB ROAD,ESWARAN KOVIL STREET,7.60,42.88,Not Available,Not Available,Available,Not Available,Not Available
1000820300049,ULB ROAD,OLD MARKET ROAD,5.55,7.37,Not Available,Not Available,Not Available,Available,Not Available
1000820300050,ULB ROAD,PERUMAL KOVIL STREET,5.55,68.65,Not Available,Not Available,Available,Not Available,Not Available
1000820300051,ULB ROAD,JAYA LAKSHMI STREET,4.33,82.75,Not Available,Not Available,Available,Available,Not Available
1000820300052,ULB ROAD,VINCENT ROAD,13.00,67.63,Not Available,Not Available,Available,Available,Not Available
1000820300053,ULB ROAD,LAKSHMANA STREET,7.70,74.69,Not Available,Not Available,Available,Available,Not Available
1000820300054,ULB ROAD,PERUMAL KOVIL STREET,8.20,92.72,Not Available,Not Available,Available,Available,Not Available
1000820300056,ULB ROAD,OPPANAKKARA STREET,25.60,75.31,Available,Not Available,Available,Available,Not Available
1000820300058,ULB ROAD,RAMASAMY STREET,5.30,135.20,Not Available,Not Available,Available,Available,Not Available
1000820300059,ULB ROAD,VENNEL STREET II,5.74,77.84,Not Available,Not Available,Available,Not Available,Not Available
1000820300060,ULB ROAD,PALACE THEATRE ROAD,5.76,68.47,Not Available,Not Available,Available,Not Available,Not Available
1000820300061,ULB ROAD,PALACE THEATRE ROAD,1.88,38.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000820300062,ULB ROAD,BASKARA LANE NO 1,2.38,59.65,Not Available,Not Available,Available,Available,Not Available
1000820300063,ULB ROAD,VENNEL STREET I,1.80,67.70,Not Available,Not Available,Not Available,Available,Not Available
1000820300064,ULB ROAD,VENNEL STREET I,5.80,83.05,Not Available,Not Available,Available,Available,Not Available
1000820300065,ULB ROAD,VENNEL STREET I,2.69,34.87,Not Available,Not Available,Not Available,Available,Not Available
1000820300066,ULB ROAD,BASKARA LANE NO 2,1.88,45.94,Not Available,Not Available,Available,Not Available,Not Available
1000820300068,ULB ROAD,PALACE THEATRE ROAD,5.76,47.77,Not Available,Not Available,Available,Available,Not Available
1000820300069,ULB ROAD,PALACE THEATRE ROAD,5.76,42.51,Not Available,Not Available,Available,Available,Not Available
1000820300071,ULB ROAD,NAVAB HAKKIM ROAD,11.40,106.79,Not Available,Not Available,Available,Available,Not Available
1000820300072,ULB ROAD,ESWARAN KOVIL STREET,7.60,51.58,Not Available,Not Available,Available,Not Available,Not Available
1000820300073,ULB ROAD,ESWARAN KOVIL STREET,5.80,20.79,Not Available,Not Available,Not Available,Available,Not Available
1000820300074,ULB ROAD,OLD MARKET ROAD,6.70,64.30,Not Available,Not Available,Available,Available,Not Available
1000820300075,ULB ROAD,OLD MARKET ROAD,6.80,33.70,Not Available,Not Available,Not Available,Available,Not Available
1000820300077,ULB ROAD,OPPANAKKARA STREET,11.60,174.03,Not Available,Not Available,Available,Available,Not Available
1000820300078,ULB ROAD,OPPANAKKARA STREET,16.40,12.26,Not Available,Not Available,Not Available,Available,Not Available
1000820300079,ULB ROAD,SUBRAMANIASAMY KOVIL STREET,5.44,86.45,Not Available,Not Available,Available,Not Available,Not Available
1000820300080,ULB ROAD,SAMIYAR PUDU STREET NO 2,3.30,60.83,Not Available,Not Available,Available,Not Available,Not Available
1000820300082,ULB ROAD,B K CHETTY STREET,1.67,104.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000820300083,ULB ROAD,B K CHETTY STREET,21.53,62.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000820300084,ULB ROAD,VINCENT ROAD,2.27,41.62,Not Available,Not Available,Available,Not Available,Not Available
1000820300086,ULB ROAD,B K CHETTY STREET,10.33,25.07,Not Available,Not Available,Available,Available,Not Available
1000820300090,ULB ROAD,SAMA STREET,6.51,152.50,Not Available,Not Available,Available,Not Available,Not Available
1000820300092,ULB ROAD,SAMIYAR PUDU STREET NO 1,3.43,279.72,Not Available,Not Available,Available,Not Available,Not Available
1000820300093,ULB ROAD,VINCENT ROAD,12.77,65.00,Not Available,Not Available,Available,Available,Not Available
1000820300094,ULB ROAD,OLD MARKET ROAD,6.80,23.21,Not Available,Not Available,Available,Available,Not Available
1000820300095,ULB ROAD,OLD MARKET ROAD,6.80,22.80,Not Available,Not Available,Available,Available,Not Available
1000820300098,ULB ROAD,B K CHETTY STREET,9.36,157.54,Not Available,Not Available,Available,Available,Not Available
1000820300099,ULB ROAD,B K CHETTY STREET,9.36,81.73,Not Available,Not Available,Available,Available,Not Available
1000820300100,ULB ROAD,VINCENT ROAD,13.00,88.78,Not Available,Not Available,Available,Available,Not Available
1000820300101,ULB ROAD,VINCENT ROAD,12.77,54.04,Not Available,Not Available,Available,Available,Not Available
1000820300102,ULB ROAD,OPPANAKKARA STREET,11.60,25.30,Not Available,Not Available,Not Available,Available,Not Available
1000820300089,ULB ROAD,B K CHETTY STREET,1.11,54.02,Not Available,Not Available,Available,Not Available,Not Available
1000820300088,ULB ROAD,VINCENT ROAD,18.31,11.65,Not Available,Not Available,Available,Available,Not Available
1000820300087,ULB ROAD,SUBRAMANIASAMY KOVIL STREET,2.93,44.28,Not Available,Not Available,Not Available,Not Available,Not Available
1000820300085,ULB ROAD,B K CHETTY STREET,7.79,13.12,Not Available,Not Available,Available,Available,Not Available
1000820300081,ULB ROAD,VINCENT ROAD,3.18,57.18,Not Available,Not Available,Available,Not Available,Not Available
1000820300076,ULB ROAD,BASKARA LANE NO 1,2.38,14.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000820300070,ULB ROAD,NAVAB HAKKIM ROAD,11.40,69.23,Not Available,Not Available,Available,Not Available,Not Available
1000820300067,ULB ROAD,OLD MARKET ROAD,6.80,18.33,Not Available,Not Available,Available,Available,Not Available
1000820300057,ULB ROAD,NAVAB HAKKIM ROAD,10.60,66.36,Not Available,Not Available,Available,Available,Not Available
1000820300048,ULB ROAD,ESWARAN KOVIL STREET,8.50,33.09,Not Available,Not Available,Available,Available,Not Available
1000820300043,ULB ROAD,ESWARAN KOVIL STREET,8.50,35.77,Not Available,Not Available,Available,Not Available,Not Available
1000820300040,ULB ROAD,OLD MARKET ROAD,5.55,6.03,Not Available,Not Available,Not Available,Available,Not Available
1000820300038,ULB ROAD,OLD MARKET ROAD,3.20,18.79,Not Available,Not Available,Not Available,Available,Not Available
1000820300032,ULB ROAD,PERUMAL KOVIL STREET,8.86,146.51,Not Available,Not Available,Available,Available,Not Available
1000840300198,ULB ROAD,VAISYAL STREET,9.50,35.41,Not Available,Not Available,Not Available,Not Available,Not Available
1000570300130,ULB ROAD,NARAYANAN STREET,5.18,44.79,Not Available,Not Available,Available,Not Available,Not Available
1000570300131,ULB ROAD,VINAYAKAR KOVIL STREET,2.46,29.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000570300132,ULB ROAD,PERIYAR NAGAR,4.40,58.02,Not Available,Not Available,Available,Not Available,Not Available
1000820300030,ULB ROAD,VINCENT ROAD,12.77,22.54,Not Available,Not Available,Available,Available,Not Available
1000820300028,ULB ROAD,VINCENT ROAD,12.77,26.00,Not Available,Not Available,Available,Available,Not Available
1000820300027,ULB ROAD,IBRAHIM HAZIR STREET,5.02,36.14,Not Available,Not Available,Available,Not Available,Not Available
1000820300025,ULB ROAD,SUBRAMANIASAMY KOVIL STREET,7.48,10.87,Not Available,Not Available,Not Available,Available,Not Available
1000820300017,ULB ROAD,HAJI MOHAMMED STREET,2.45,57.25,Not Available,Not Available,Available,Not Available,Not Available
1000820300105,ULB ROAD,OPPANAKKARA STREET,25.60,60.37,Available,Not Available,Not Available,Available,Not Available
1000820300104,ULB ROAD,OPPANAKKARA STREET,25.60,59.70,Available,Not Available,Not Available,Not Available,Not Available
1000680300124,ULB ROAD,RAMALINGAM LAYOUT,6.32,10.02,Not Available,Not Available,Not Available,Not Available,Not Available
