RDSI ID,Road Type,Road Name,Road Width (m),Road Length (m),Road Median Available,Road Pedestrian Available,Road Street Light Available,Road under ground Available,Road Bus Shelter Available
1000600300280,STATE HIGHWAY,TRICHY ROAD,18.41,36.19,Available,Not Available,Available,Not Available,Not Available
1000600300279,ULB ROAD,THIPPAY GOUNDER STREET,3.52,148.81,Not Available,Not Available,Available,Not Available,Not Available
1000600300278,ULB ROAD,NANJAPPAN STREET,5.67,109.20,Not Available,Not Available,Available,Not Available,Not Available
1000600300277,ULB ROAD,THIPPAY GOUNDER STREET,3.71,181.40,Not Available,Not Available,Available,Not Available,Not Available
1000600300276,ULB ROAD,LABOUR COLONY,6.02,31.34,Not Available,Not Available,Not Available,Not Available,Not Available
1000600300275,ULB ROAD,THIRUVALLUVAR NAGAR,6.07,24.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000600300274,ULB ROAD,KOCKKALI THOTTAM ARUL JOTHI,6.60,24.27,Not Available,Not Available,Available,Not Available,Not Available
1000600300273,ULB ROAD,ANJANEYAR COLONY,5.81,24.18,Not Available,Not Available,Available,Not Available,Not Available
1000610300223,ULB ROAD,EXTENSION MAIN STREET,28.43,104.48,Not Available,Not Available,Available,Not Available,Not Available
1000610300001,STATE HIGHWAY,TRICHY ROAD,29.68,94.09,Available,Not Available,Not Available,Not Available,Not Available
1000610300002,STATE HIGHWAY,TRICHY ROAD,29.68,222.45,Available,Not Available,Not Available,Not Available,Not Available
1000610300004,ULB ROAD,NANDHA NAGAR,8.58,34.63,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300005,ULB ROAD,VELLALORE ROAD,6.16,61.28,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300007,ULB ROAD,VELLALORE ROAD,5.78,4.10,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300008,ULB ROAD,VELLALORE ROAD,10.41,141.41,Not Available,Not Available,Available,Not Available,Not Available
1000610300009,ULB ROAD,VELLALORE ROAD,10.41,233.09,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300010,ULB ROAD,KOLLATHERI ROAD,3.17,998.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300011,ULB ROAD,KOLLATHERI ROAD,3.19,96.19,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300012,ULB ROAD,KOLLATHERI ROAD,3.19,584.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300014,ULB ROAD,KOLLATHERI ROAD,5.42,563.09,Not Available,Not Available,Available,Not Available,Not Available
1000610300015,ULB ROAD,KOLLATHERI ROAD,7.45,949.14,Not Available,Not Available,Available,Not Available,Not Available
1000610300016,ULB ROAD,VELLALORE ROAD,2.50,528.02,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300017,ULB ROAD,NOYYAL NAGAR,17.13,112.84,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300018,ULB ROAD,KAMBAN NAGAR,6.75,132.54,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300019,ULB ROAD,MANGALAPURAM,6.14,164.41,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300020,ULB ROAD,THOTTAM SALAIGAL,4.84,291.25,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300021,ULB ROAD,THOTTAM SALAIGAL,14.78,1071.91,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300022,ULB ROAD,PRIVATE ROAD,10.85,604.89,Not Available,Not Available,Available,Not Available,Not Available
1000610300023,ULB ROAD,CHERAN NAGAR,5.94,114.43,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300024,ULB ROAD,CHERAN NAGAR,8.47,30.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300025,ULB ROAD,GANDHI NAGAR,6.29,71.15,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300026,ULB ROAD,CHERAN NAGAR,4.56,68.62,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300027,ULB ROAD,KUMARAN NAGAR,4.94,57.31,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300028,ULB ROAD,CHERAN NAGAR,7.60,66.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300029,ULB ROAD,KUMARAN NAGAR,5.15,45.22,Not Available,Not Available,Available,Not Available,Not Available
1000610300030,ULB ROAD,SINGAI NAGAR,7.10,183.21,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300031,ULB ROAD,SINGAI NAGAR,9.36,41.86,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300032,ULB ROAD,THOTTAM SALAIGAL,2.08,449.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300033,ULB ROAD,SINGAI NAGAR,4.18,98.25,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300034,ULB ROAD,THOTTAM SALAIGAL,5.34,211.83,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300035,ULB ROAD,SINGAI NAGAR,3.15,99.14,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300036,ULB ROAD,B R THOTTAM,9.35,323.11,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300037,ULB ROAD,SINDHU NAGAR,4.69,115.41,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300038,ULB ROAD,SINDHU NAGAR,4.69,90.21,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300039,ULB ROAD,SINDHU NAGAR,4.93,77.39,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300040,ULB ROAD,BANNARI AMMAN NAGAR,5.43,198.97,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300041,ULB ROAD,THOTTAM SALAIGAL,2.08,31.98,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300042,ULB ROAD,SINGAI NAGAR,10.39,44.90,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300043,ULB ROAD,SINGAI NAGAR,7.10,68.39,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300044,ULB ROAD,CHERAN NAGAR,5.81,65.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300045,ULB ROAD,SINGAI NAGAR,10.28,47.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300046,ULB ROAD,KUMARAN NAGAR,4.94,69.10,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300047,ULB ROAD,KUMARAN NAGAR,5.25,35.13,Not Available,Not Available,Available,Not Available,Not Available
1000610300048,ULB ROAD,KUMARAN NAGAR,6.73,17.73,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300049,ULB ROAD,CHERAN NAGAR,6.92,97.14,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300050,ULB ROAD,THOTTAM SALAIGAL,8.50,355.11,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300051,ULB ROAD,VELLALORE ROAD,5.78,114.07,Not Available,Not Available,Available,Not Available,Not Available
1000610300052,ULB ROAD,RAMACHANDRA NAGAR,6.15,46.32,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300053,ULB ROAD,RAMACHANDRA NAGAR,6.08,39.41,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300054,ULB ROAD,RAMACHANDRA NAGAR,6.08,41.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300055,ULB ROAD,RAMACHANDRA NAGAR,6.08,14.07,Not Available,Not Available,Available,Not Available,Not Available
1000610300056,ULB ROAD,RAMACHANDRA NAGAR,9.48,146.44,Not Available,Not Available,Available,Not Available,Not Available
1000610300057,ULB ROAD,PATTANAM ITTERI ROAD,9.48,444.32,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300058,ULB ROAD,CHERAN NAGAR,7.62,37.23,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300059,ULB ROAD,CHERAN NAGAR,6.65,37.25,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300060,ULB ROAD,CHERAN NAGAR,7.87,37.79,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300061,ULB ROAD,KUMARAN NAGAR,8.18,24.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300062,ULB ROAD,KUMARAN NAGAR,8.83,49.83,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300063,ULB ROAD,KUMARAN NAGAR,5.51,104.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300064,ULB ROAD,CHERAN NAGAR,5.95,83.23,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300065,ULB ROAD,CHERAN NAGAR,5.96,32.69,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300066,ULB ROAD,CHERAN NAGAR,6.77,99.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300067,ULB ROAD,CHERAN NAGAR,6.38,463.09,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300068,ULB ROAD,KUMARAN NAGAR,6.19,42.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300069,ULB ROAD,CHERAN NAGAR,6.65,24.34,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300070,ULB ROAD,KUMARAN NAGAR,5.25,42.43,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300071,ULB ROAD,CHERAN NAGAR,5.72,51.61,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300072,ULB ROAD,CHERAN NAGAR,4.56,39.23,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300073,ULB ROAD,GANDHI NAGAR,8.45,39.30,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300074,ULB ROAD,RAMACHANDRA NAGAR WEST STREET,8.80,38.09,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300075,ULB ROAD,RAMACHANDRA NAGAR WEST STREET,7.73,107.84,Not Available,Not Available,Available,Not Available,Not Available
1000610300076,ULB ROAD,RAMACHANDRA NAGAR WEST STREET,7.24,45.90,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300077,ULB ROAD,GANDHI NAGAR,5.58,67.48,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300078,ULB ROAD,GANDHI NAGAR,5.82,31.01,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300079,ULB ROAD,RAMACHANDRA NAGAR WEST STREET,5.43,78.12,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300080,ULB ROAD,SASTHIRI NAGAR,8.35,45.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300081,ULB ROAD,SASTHIRI NAGAR,8.35,15.64,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300082,ULB ROAD,NESAVALAR STREET,9.78,205.49,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300083,ULB ROAD,SINGAI NAGAR,9.36,47.52,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300084,ULB ROAD,GANDHI NAGAR,4.90,32.01,Not Available,Not Available,Available,Not Available,Not Available
1000610300085,ULB ROAD,NESAVALAR STREET,5.65,111.55,Not Available,Not Available,Available,Not Available,Not Available
1000610300086,ULB ROAD,M G R NAGAR,8.90,43.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300087,ULB ROAD,M G R NAGAR,7.95,135.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300088,ULB ROAD,M G R NAGAR,7.01,21.16,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300089,ULB ROAD,THIRUVALLUVAR NAGAR,6.37,22.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300090,ULB ROAD,M G R NAGAR,5.30,121.22,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300091,ULB ROAD,KAMBAN NAGAR,7.72,114.29,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300092,ULB ROAD,KAMBAN NAGAR,8.16,82.56,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300093,ULB ROAD,M G R NAGAR,8.91,23.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300094,ULB ROAD,M G R NAGAR,4.49,21.71,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300095,ULB ROAD,THIRUVALLUVAR NAGAR,6.61,20.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300096,ULB ROAD,THIRUVALLUVAR NAGAR,5.40,22.09,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300097,ULB ROAD,THIRUVALLUVAR NAGAR,6.05,22.38,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300098,ULB ROAD,M G R NAGAR,7.63,89.76,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300099,ULB ROAD,M G R NAGAR,11.03,10.86,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300100,ULB ROAD,M G R NAGAR,11.03,10.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300101,ULB ROAD,M G R NAGAR,9.79,145.87,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300102,ULB ROAD,M G R NAGAR,6.38,26.27,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300103,ULB ROAD,KAMARAJ NAGAR,8.24,68.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300104,ULB ROAD,KAMARAJ NAGAR,5.80,30.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300105,ULB ROAD,KAMARAJ NAGAR,6.31,80.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300106,ULB ROAD,NOYYAL NAGAR,12.21,39.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300107,ULB ROAD,NOYYAL NAGAR,6.49,63.18,Not Available,Not Available,Available,Not Available,Not Available
1000610300108,ULB ROAD,NOYYAL NAGAR,5.90,81.81,Not Available,Not Available,Available,Not Available,Not Available
1000610300109,ULB ROAD,NOYYAL NAGAR,6.91,34.50,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300110,ULB ROAD,KAMBAN NAGAR,7.38,73.15,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300111,ULB ROAD,NOYYAL NAGAR,6.33,75.32,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300112,ULB ROAD,M G R NAGAR,4.60,124.57,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300113,ULB ROAD,KAMBAN NAGAR,6.33,24.30,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300114,ULB ROAD,KAMBAN NAGAR,6.81,100.65,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300115,ULB ROAD,THIRUVALLUVAR NAGAR,7.77,157.54,Not Available,Not Available,Available,Not Available,Not Available
1000610300116,ULB ROAD,THIRUVALLUVAR NAGAR,5.18,22.83,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300117,ULB ROAD,THIRUVALLUVAR NAGAR,5.39,21.78,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300118,ULB ROAD,THIRUVALLUVAR NAGAR,4.42,62.89,Not Available,Not Available,Available,Not Available,Not Available
1000610300119,ULB ROAD,THIRUVALLUVAR NAGAR,17.35,18.34,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300120,ULB ROAD,THIRUVALLUVAR NAGAR,17.35,8.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300121,ULB ROAD,THIRUVALLUVAR NAGAR,6.21,57.21,Not Available,Not Available,Available,Not Available,Not Available
1000610300122,ULB ROAD,B R THOTTAM,6.15,637.04,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300123,ULB ROAD,KAMBAN NAGAR,8.23,39.78,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300124,ULB ROAD,KAMARAJ NAGAR,13.33,175.15,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300125,ULB ROAD,KAMARAJ NAGAR,21.37,138.59,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300126,ULB ROAD,NOYYAL NAGAR,19.17,23.98,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300127,ULB ROAD,KAMBAN NAGAR,7.58,45.48,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300128,ULB ROAD,KAMBAN NAGAR,7.44,119.16,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300129,ULB ROAD,NESAVALAR STREET,12.77,33.24,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300130,ULB ROAD,NESAVALAR STREET,8.75,30.23,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300131,ULB ROAD,NESAVALAR STREET,7.32,46.67,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300132,ULB ROAD,NESAVALAR STREET,7.11,73.97,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300134,ULB ROAD,NESAVALAR STREET,8.97,108.43,Not Available,Not Available,Available,Not Available,Not Available
1000610300135,ULB ROAD,CHERAN NAGAR,7.35,67.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300136,ULB ROAD,SINDHU NAGAR,7.62,38.86,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300137,ULB ROAD,SINDHU NAGAR,10.60,37.97,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300138,ULB ROAD,SINDHU NAGAR,9.08,41.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300139,ULB ROAD,NOYYAL NAGAR,9.88,71.38,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300140,ULB ROAD,NOYYAL NAGAR,9.88,4.18,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300141,ULB ROAD,NOYYAL NAGAR,10.14,83.24,Not Available,Not Available,Available,Not Available,Not Available
1000610300142,ULB ROAD,SASTHIRI NAGAR,3.63,184.44,Not Available,Not Available,Available,Not Available,Not Available
1000610300143,ULB ROAD,SASTHIRI NAGAR,3.69,48.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300249,ULB ROAD,K P R LAYOUT 1,6.45,42.50,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300250,ULB ROAD,K P R LAYOUT,7.60,36.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300251,STATE HIGHWAY,TRICHY ROAD,22.69,63.10,Available,Not Available,Not Available,Not Available,Not Available
1000610300252,STATE HIGHWAY,TRICHY ROAD,22.77,75.06,Available,Not Available,Not Available,Not Available,Not Available
1000610300253,ULB ROAD,ASTHANTHARA STREET,6.22,62.49,Not Available,Not Available,Available,Not Available,Not Available
1000610300254,ULB ROAD,N R R LAYOUT,6.88,57.54,Not Available,Not Available,Available,Not Available,Not Available
1000610300255,ULB ROAD,ASTHANTHARA EAST STREET,4.37,63.28,Not Available,Not Available,Available,Not Available,Not Available
1000610300256,ULB ROAD,ASTHANTHARA STREET,9.90,196.63,Not Available,Not Available,Available,Not Available,Not Available
1000610300257,ULB ROAD,ASTHANTHARA STREET,8.57,70.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300258,ULB ROAD,S.R.T. LAYOUT,8.26,33.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300259,ULB ROAD,S.R.T. LAYOUT,10.09,17.91,Not Available,Not Available,Available,Not Available,Not Available
1000610300260,ULB ROAD,S.R.T. LAYOUT,20.93,32.63,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300261,ULB ROAD,S.R.T. LAYOUT,12.24,40.17,Not Available,Not Available,Available,Not Available,Not Available
1000610300262,ULB ROAD,ASTHANTHARA STREET,3.45,39.40,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300263,ULB ROAD,K P R LAYOUT 1,6.01,37.32,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300264,ULB ROAD,EXTENSION MAIN STREET,5.54,49.79,Not Available,Not Available,Available,Not Available,Not Available
1000610300265,ULB ROAD,EXTENSION MAIN STREET 1,4.08,24.69,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300266,ULB ROAD,EXTENSION MAIN STREET 1,3.49,48.51,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300267,ULB ROAD,EXTENSION STREET,4.64,116.68,Not Available,Not Available,Available,Not Available,Not Available
1000610300268,ULB ROAD,EXTENSION MAIN STREET 2,3.77,128.68,Not Available,Not Available,Available,Not Available,Not Available
1000610300269,ULB ROAD,K P R LAYOUT,7.76,30.76,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300270,ULB ROAD,K P R LAYOUT,11.33,39.91,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300271,ULB ROAD,THIRUKUMARAN NAGAR,7.78,59.31,Not Available,Not Available,Available,Not Available,Not Available
1000610300272,ULB ROAD,THIRUKUMARAN NAGAR,6.21,54.03,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300273,ULB ROAD,KOTHARI NAGAR,6.67,68.41,Not Available,Not Available,Available,Not Available,Not Available
1000610300274,ULB ROAD,KOTHARI NAGAR,6.67,40.49,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300275,ULB ROAD,BALAJI NAGAR,4.77,43.39,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300276,ULB ROAD,THIRUKUMARAN NAGAR,9.80,71.82,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300277,ULB ROAD,S.R.T. LAYOUT,6.91,31.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300278,ULB ROAD,S.R.T. LAYOUT,4.47,73.52,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300279,ULB ROAD,K P R LAYOUT 5,6.13,40.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300280,ULB ROAD,VIVEKANANDA NAGAR,10.62,86.38,Not Available,Not Available,Available,Not Available,Not Available
1000610300281,ULB ROAD,TEXTOOL LAYOUT,9.43,51.79,Not Available,Not Available,Available,Not Available,Not Available
1000610300282,ULB ROAD,TEXTOOL LAYOUT,9.43,104.63,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300283,ULB ROAD,KOTHARI NAGAR,3.88,46.43,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300284,ULB ROAD,KOTHARI NAGAR,3.66,83.89,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300285,ULB ROAD,VIVEKANANDA NAGAR,13.34,84.71,Not Available,Not Available,Available,Not Available,Not Available
1000610300286,ULB ROAD,KOTHARI NAGAR,13.04,49.67,Not Available,Not Available,Available,Not Available,Not Available
1000610300287,ULB ROAD,KOTHARI NAGAR,9.01,98.20,Not Available,Not Available,Available,Not Available,Not Available
1000610300288,ULB ROAD,TEXTOOL LAYOUT,7.85,68.41,Not Available,Not Available,Available,Not Available,Not Available
1000610300289,ULB ROAD,RAJAGANAPATHY NAGAR,6.92,64.28,Not Available,Not Available,Available,Not Available,Not Available
1000610300290,ULB ROAD,NANDHA NAGAR,6.41,53.05,Not Available,Not Available,Available,Not Available,Not Available
1000610300291,ULB ROAD,NANDHA NAGAR,8.31,48.16,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300292,ULB ROAD,THIRUKUMARAN NAGAR,6.95,152.46,Not Available,Not Available,Available,Not Available,Not Available
1000610300293,ULB ROAD,SIVA SRI GARDEN,5.19,39.02,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300294,ULB ROAD,TEXTOOL LAYOUT,7.10,39.62,Not Available,Not Available,Available,Not Available,Not Available
1000610300295,ULB ROAD,TEXTOOL LAYOUT,6.27,92.72,Not Available,Not Available,Available,Not Available,Not Available
1000610300296,ULB ROAD,KOTHARI NAGAR,8.90,24.07,Not Available,Not Available,Available,Not Available,Not Available
1000610300297,ULB ROAD,SARATHI NAGAR,5.17,137.75,Not Available,Not Available,Available,Not Available,Not Available
1000610300298,ULB ROAD,NANDHA NAGAR,7.17,28.87,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300299,ULB ROAD,NANDHA NAGAR,7.17,14.57,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300300,ULB ROAD,NANDHA NAGAR,14.40,70.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300301,ULB ROAD,NANDHA NAGAR,20.73,113.87,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300302,ULB ROAD,K P R LAYOUT 5,17.90,106.98,Not Available,Not Available,Available,Not Available,Not Available
1000610300303,ULB ROAD,K P R LAYOUT,17.90,15.84,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300304,ULB ROAD,K P R LAYOUT,14.59,40.08,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300305,ULB ROAD,S.R.T. LAYOUT,13.64,12.07,Not Available,Not Available,Available,Not Available,Not Available
1000610300306,ULB ROAD,S.R.T. LAYOUT,8.42,38.35,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300307,STATE HIGHWAY,TRICHY ROAD,26.08,206.89,Available,Not Available,Available,Not Available,Not Available
1000610300308,ULB ROAD,NANDHA NAGAR,8.08,47.55,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300309,ULB ROAD,KOTHARI NAGAR,12.18,42.28,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300310,ULB ROAD,KOTHARI NAGAR,11.87,45.05,Not Available,Not Available,Available,Not Available,Not Available
1000610300311,ULB ROAD,KOTHARI NAGAR,10.28,107.28,Not Available,Not Available,Available,Not Available,Not Available
1000610300312,ULB ROAD,KOTHARI NAGAR,8.82,51.25,Not Available,Not Available,Available,Not Available,Not Available
1000610300313,ULB ROAD,KOTHARI NAGAR,8.00,84.93,Not Available,Not Available,Available,Not Available,Not Available
1000610300314,ULB ROAD,THIRUKUMARAN NAGAR,8.35,127.52,Not Available,Not Available,Available,Not Available,Not Available
1000610300640,STATE HIGHWAY,TRICHY ROAD,25.55,115.99,Available,Not Available,Available,Not Available,Not Available
1000610300317,STATE HIGHWAY,TRICHY ROAD,29.02,138.47,Available,Not Available,Not Available,Not Available,Not Available
1000610300318,STATE HIGHWAY,TRICHY ROAD,29.02,103.54,Available,Not Available,Not Available,Not Available,Not Available
1000610300319,STATE HIGHWAY,TRICHY ROAD,29.02,107.77,Available,Not Available,Available,Not Available,Not Available
1000610300320,ULB ROAD,PATTANAM ITTERI ROAD,9.48,46.53,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300321,ULB ROAD,R.V.LAYOUT,8.62,43.79,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300322,ULB ROAD,R.V.LAYOUT,8.62,17.55,Not Available,Not Available,Available,Not Available,Not Available
1000610300323,ULB ROAD,R.V.LAYOUT,6.71,55.24,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300324,ULB ROAD,KASTHURI NAGAR,6.23,55.36,Not Available,Not Available,Available,Not Available,Not Available
1000610300325,ULB ROAD,NAGAIAN THOTTAM STREET,4.88,37.09,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300326,ULB ROAD,NAGAIAN THOTTAM STREET,3.15,106.90,Not Available,Not Available,Available,Not Available,Not Available
1000610300327,ULB ROAD,N R R LAYOUT,6.02,51.83,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300328,ULB ROAD,N R R LAYOUT,7.88,53.41,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300329,ULB ROAD,N R R LAYOUT,7.68,53.80,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300330,ULB ROAD,MAHATMA GANDHI NAGAR,7.71,42.36,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300331,ULB ROAD,SIVA GARDEN,7.87,14.87,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300332,ULB ROAD,KOTHARI NAGAR,9.11,93.80,Not Available,Not Available,Available,Not Available,Not Available
1000610300333,ULB ROAD,KOTHARI NAGAR,8.46,103.95,Not Available,Not Available,Not Available,Not Available,Not Available
1000610300334,ULB ROAD,VIVEKANANDA NAGAR,9.18,74.37,Not Available,Not Available,Available,Not Available,Not Available
1000610300335,ULB ROAD,VIVEKANANDA NAGAR,9.29,45.04,Not Available,Not Available,Available,Not Available,Not Available
1000610300336,ULB ROAD,TEXTOOL LAYOUT,7.80,55.68,Not Available,Not Available,Available,Not Available,Not Available
1000610300337,ULB ROAD,KOTHARI NAGAR,8.58,43.12,Not Available,Not Available,Not Available,Not Available,Not Available
